Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls_90,Ast_90,G+A_90,G-PK_90,G+A-PK_90,xG_90,xAG_90,xG+xAG_90,npxG_90,npxG+xAG_90
192,Dilane Bakwa,FRA,FW,Strasbourg,Ligue 1,20.0,2002.0,31,25,2177,24.2,3,6,9,3,0,0,4,1,3.2,3.2,6.2,9.4,94.0,92.0,204.0,0.12,0.25,0.37,0.12,0.37,0.13,0.26,0.39,0.13,0.39
193,Tommaso Baldanzi,ITA,MF,Empoli,Serie A,20.0,2003.0,14,8,745,8.3,2,0,2,2,0,0,1,0,2.1,2.1,1.0,3.1,20.0,30.0,40.0,0.24,0.0,0.24,0.24,0.24,0.25,0.13,0.38,0.25,0.38
194,Tommaso Baldanzi,ITA,FW,Roma,Serie A,20.0,2003.0,13,6,518,5.8,0,0,0,0,0,0,2,0,0.9,0.9,0.7,1.5,18.0,14.0,54.0,0.0,0.0,0.0,0.0,0.0,0.15,0.12,0.27,0.15,0.27
195,Alejandro Balde,ESP,DF,Barcelona,La Liga,19.0,2003.0,18,15,1378,15.3,0,1,1,0,0,0,1,0,0.1,0.1,1.2,1.4,73.0,41.0,141.0,0.0,0.07,0.07,0.0,0.07,0.01,0.08,0.09,0.01,0.09
197,George Baldock,GRE,DF,Sheffield Utd,Premier League,30.0,1993.0,13,11,969,10.8,0,1,1,0,0,0,4,0,0.0,0.0,0.8,0.8,9.0,31.0,24.0,0.0,0.09,0.09,0.0,0.09,0.0,0.07,0.08,0.0,0.08
198,Carlos Baleba,CMR,MF,Brighton,Premier League,19.0,2004.0,27,15,1325,14.7,0,0,0,0,0,0,7,0,0.8,0.8,0.3,1.1,19.0,50.0,9.0,0.0,0.0,0.0,0.0,0.0,0.06,0.02,0.08,0.06,0.08
200,Leonardo Balerdi,ARG,DF,Marseille,Ligue 1,24.0,1999.0,27,26,2271,25.2,2,0,2,2,0,0,6,1,0.9,0.9,0.2,1.0,19.0,122.0,6.0,0.08,0.0,0.08,0.08,0.08,0.03,0.01,0.04,0.03,0.04
201,Iván Balliu,ALB,DF,Rayo Vallecano,La Liga,31.0,1992.0,33,32,2873,31.9,0,1,1,0,0,0,4,0,0.7,0.7,2.6,3.3,50.0,98.0,100.0,0.0,0.03,0.03,0.0,0.03,0.02,0.08,0.1,0.02,0.1
203,Folarin Balogun,USA,FW,Monaco,Ligue 1,22.0,2001.0,29,19,1692,18.8,7,5,12,7,0,3,1,0,11.0,8.5,3.3,11.8,35.0,30.0,199.0,0.37,0.27,0.64,0.37,0.64,0.59,0.18,0.76,0.45,0.63
204,Jonathan Bamba,CIV,MF,Celta Vigo,La Liga,27.0,1996.0,27,24,1981,22.0,3,2,5,3,0,0,0,0,3.0,3.0,4.7,7.7,107.0,80.0,169.0,0.14,0.09,0.23,0.14,0.23,0.14,0.21,0.35,0.14,0.35
205,Mohamed Bamba,CIV,FW,Lorient,Ligue 1,21.0,2001.0,16,14,1138,12.6,8,3,11,7,1,1,3,0,6.4,5.6,2.1,7.7,25.0,16.0,69.0,0.63,0.24,0.87,0.55,0.79,0.51,0.16,0.67,0.44,0.61
207,Lameck Banda,ZAM,FW,Lecce,Serie A,22.0,2001.0,21,17,1350,15.0,2,4,6,2,0,0,5,1,3.6,3.6,1.9,5.5,70.0,22.0,136.0,0.13,0.27,0.4,0.13,0.4,0.24,0.13,0.37,0.24,0.37
208,Daniel Bandeira,POR,MF,Hellas Verona,Serie A,23.0,2000.0,14,3,446,5.0,0,0,0,0,0,0,2,0,0.1,0.1,0.2,0.3,9.0,34.0,8.0,0.0,0.0,0.0,0.0,0.0,0.01,0.04,0.06,0.01,0.06
209,Mamady Bangré,BFA,FW,Toulouse,Ligue 1,22.0,2001.0,8,0,101,1.1,0,1,1,0,0,0,2,0,0.1,0.1,0.7,0.8,10.0,9.0,12.0,0.0,0.89,0.89,0.0,0.89,0.12,0.59,0.71,0.12,0.71
210,Mattia Bani,ITA,DF,Genoa,Serie A,29.0,1993.0,27,27,2306,25.6,2,0,2,2,0,0,9,0,1.2,1.2,0.1,1.3,5.0,37.0,4.0,0.08,0.0,0.08,0.08,0.08,0.05,0.0,0.05,0.05,0.05
211,Léo Baptistão,BRA,FW,Almería,La Liga,30.0,1992.0,32,22,1837,20.4,6,0,6,6,0,0,6,1,5.3,5.3,1.8,7.1,26.0,45.0,88.0,0.29,0.0,0.29,0.29,0.29,0.25,0.09,0.34,0.25,0.34
212,Shandon Baptiste,GRN,MF,Brentford,Premier League,25.0,1998.0,10,2,229,2.5,1,1,2,1,0,0,1,0,0.9,0.9,0.2,1.1,3.0,5.0,1.0,0.39,0.39,0.79,0.39,0.79,0.35,0.08,0.43,0.35,0.43
213,Antonín Barák,CZE,MF,Fiorentina,Serie A,28.0,1994.0,21,8,808,9.0,2,3,5,2,0,0,2,0,1.5,1.5,2.2,3.8,17.0,33.0,64.0,0.22,0.33,0.56,0.22,0.56,0.17,0.25,0.42,0.17,0.42
214,Valentín Barco,ARG,DF,Brighton,Premier League,19.0,2004.0,6,3,307,3.4,0,0,0,0,0,0,1,0,0.2,0.2,0.2,0.4,8.0,14.0,20.0,0.0,0.0,0.0,0.0,0.0,0.05,0.07,0.13,0.05,0.13
215,Bradley Barcola,FRA,FW,Lyon,Ligue 1,20.0,2002.0,3,3,270,3.0,0,0,0,0,0,0,1,0,0.1,0.1,0.3,0.4,11.0,9.0,31.0,0.0,0.0,0.0,0.0,0.0,0.02,0.1,0.12,0.02,0.12
216,Bradley Barcola,FRA,FW,Paris S-G,Ligue 1,20.0,2002.0,25,18,1370,15.2,4,7,11,4,0,0,3,1,4.5,4.5,5.2,9.8,93.0,56.0,216.0,0.26,0.46,0.72,0.26,0.72,0.3,0.34,0.64,0.3,0.64
217,Melvin Bard,FRA,DF,Nice,Ligue 1,22.0,2000.0,32,31,2654,29.5,1,2,3,1,0,0,7,1,0.5,0.5,2.8,3.4,60.0,111.0,99.0,0.03,0.07,0.1,0.03,0.1,0.02,0.1,0.11,0.02,0.11
218,Nicolò Barella,ITA,MF,Inter,Serie A,26.0,1997.0,37,34,2846,31.6,2,3,5,2,0,0,7,0,5.1,5.1,3.4,8.5,68.0,278.0,144.0,0.06,0.09,0.16,0.06,0.16,0.16,0.11,0.27,0.16,0.27
219,Kike Barja,ESP,FW,Osasuna,La Liga,26.0,1997.0,16,3,303,3.4,0,0,0,0,0,0,3,0,0.2,0.2,0.5,0.7,17.0,8.0,41.0,0.0,0.0,0.0,0.0,0.0,0.07,0.14,0.2,0.07,0.2
220,Ross Barkley,ENG,MF,Luton Town,Premier League,29.0,1993.0,32,30,2618,29.1,5,4,9,5,0,0,6,0,4.1,4.1,3.7,7.9,48.0,163.0,39.0,0.17,0.14,0.31,0.17,0.31,0.14,0.13,0.27,0.14,0.27
221,Aymen Barkok,MAR,MF,Mainz 05,Bundesliga,25.0,1998.0,13,1,321,3.6,1,0,1,1,0,1,2,0,1.7,0.9,0.3,1.2,14.0,16.0,33.0,0.28,0.0,0.28,0.28,0.28,0.48,0.07,0.55,0.26,0.33
222,Harvey Barnes,ENG,FW,Newcastle Utd,Premier League,25.0,1997.0,21,7,802,8.9,5,3,8,5,0,0,2,0,3.6,3.6,3.2,6.8,45.0,34.0,79.0,0.56,0.34,0.9,0.56,0.9,0.4,0.36,0.76,0.4,0.76
223,Leandro Barreiro Martins,LUX,MF,Mainz 05,Bundesliga,23.0,2000.0,31,29,2606,29.0,4,1,5,4,0,0,8,0,4.5,4.5,1.1,5.6,22.0,93.0,46.0,0.14,0.03,0.17,0.14,0.17,0.16,0.04,0.19,0.16,0.19
224,Enzo Barrenechea,ARG,MF,Frosinone,Serie A,22.0,2001.0,36,32,2811,31.2,0,1,1,0,0,0,10,0,0.6,0.6,1.7,2.3,10.0,155.0,24.0,0.0,0.03,0.03,0.0,0.03,0.02,0.05,0.07,0.02,0.07
225,Ander Barrenetxea,ESP,FW,Real Sociedad,La Liga,21.0,2001.0,29,20,1427,15.9,4,1,5,4,0,0,1,0,3.5,3.5,1.3,4.8,56.0,39.0,163.0,0.25,0.06,0.32,0.25,0.32,0.22,0.08,0.3,0.22,0.3
226,Pablo Barrios,ESP,MF,Atlético Madrid,La Liga,20.0,2003.0,24,17,1555,17.3,0,1,1,0,0,0,5,0,0.9,0.9,1.9,2.8,37.0,98.0,56.0,0.0,0.06,0.06,0.0,0.06,0.05,0.11,0.16,0.05,0.16
228,Marc Bartra,ESP,DF,Betis,La Liga,32.0,1991.0,3,3,225,2.5,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.08,0.08,0.08
229,Federico Baschirotto,ITA,DF,Lecce,Serie A,26.0,1996.0,37,37,3294,36.6,0,1,1,0,0,0,3,1,1.7,1.5,0.7,2.1,28.0,96.0,3.0,0.0,0.03,0.03,0.0,0.03,0.05,0.02,0.07,0.04,0.06
231,Chris Basham,ENG,DF,Sheffield Utd,Premier League,35.0,1988.0,8,3,321,3.6,0,0,0,0,0,0,1,0,0.1,0.1,0.3,0.4,1.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.04,0.07,0.1,0.04,0.1
232,Toma Bašić,CRO,MF,Salernitana,Serie A,26.0,1996.0,15,14,1162,12.9,0,0,0,0,0,0,5,0,0.6,0.6,0.5,1.1,11.0,53.0,16.0,0.0,0.0,0.0,0.0,0.0,0.05,0.04,0.09,0.05,0.09
233,Calvin Bassey,NGA,DF,Fulham,Premier League,23.0,1999.0,29,25,2303,25.6,1,0,1,1,0,0,6,1,0.3,0.3,0.0,0.4,15.0,62.0,4.0,0.04,0.0,0.04,0.04,0.04,0.01,0.0,0.01,0.01,0.01
234,Alessandro Bastoni,ITA,DF,Inter,Serie A,24.0,1999.0,28,28,2268,25.2,1,3,4,1,0,0,5,0,1.2,1.2,3.4,4.6,63.0,142.0,77.0,0.04,0.12,0.16,0.04,0.16,0.05,0.13,0.18,0.05,0.18
235,Simone Bastoni,ITA,MF,Empoli,Serie A,26.0,1996.0,16,9,745,8.3,1,0,1,1,0,0,3,0,0.4,0.4,0.5,0.9,12.0,31.0,26.0,0.12,0.0,0.12,0.12,0.12,0.05,0.06,0.11,0.05,0.11
236,Augusto Batalla,ARG,GK,Granada,La Liga,27.0,1996.0,17,17,1530,17.0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
237,Daniel Batz,GER,GK,Mainz 05,Bundesliga,32.0,1991.0,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
238,Maximilian Bauer,GER,DF,Augsburg,Bundesliga,23.0,2000.0,14,9,810,9.0,1,0,1,1,0,0,3,0,1.4,1.4,0.0,1.4,2.0,25.0,1.0,0.11,0.0,0.11,0.11,0.11,0.15,0.0,0.15,0.15,0.15
240,Oliver Baumann,GER,GK,Hoffenheim,Bundesliga,33.0,1990.0,34,34,3060,34.0,0,1,1,0,0,0,1,0,0.0,0.0,0.2,0.2,0.0,1.0,0.0,0.0,0.03,0.03,0.0,0.03,0.0,0.01,0.01,0.0,0.01
241,Christoph Baumgartner,AUT,MF,RB Leipzig,Bundesliga,23.0,1999.0,32,11,1158,12.9,5,1,6,5,0,0,3,0,3.7,3.7,1.6,5.2,36.0,47.0,86.0,0.39,0.08,0.47,0.39,0.47,0.28,0.12,0.41,0.28,0.41
242,Bebé,CPV,MF,Rayo Vallecano,La Liga,33.0,1990.0,19,0,212,2.4,2,0,2,1,1,1,1,0,1.4,0.7,0.2,0.9,17.0,6.0,24.0,0.85,0.0,0.85,0.42,0.42,0.61,0.09,0.7,0.28,0.37
243,Ihlas Bebou,TOG,FW,Hoffenheim,Bundesliga,29.0,1994.0,32,16,1636,18.2,7,5,12,7,0,0,3,0,4.9,4.9,2.6,7.5,42.0,38.0,145.0,0.39,0.28,0.66,0.39,0.66,0.27,0.14,0.41,0.27,0.41
245,Adrian Beck,GER,MF,Heidenheim,Bundesliga,26.0,1997.0,23,11,974,10.8,1,1,2,1,0,0,1,0,1.7,1.7,0.8,2.5,17.0,29.0,43.0,0.09,0.09,0.18,0.09,0.18,0.16,0.07,0.23,0.16,0.23
247,Sheraldo Becker,SUR,FW,Real Sociedad,La Liga,28.0,1995.0,15,8,771,8.6,2,2,4,2,0,0,1,0,1.4,1.4,1.8,3.2,28.0,13.0,87.0,0.23,0.23,0.47,0.23,0.47,0.17,0.21,0.38,0.17,0.38
248,Sheraldo Becker,SUR,FW,Union Berlin,Bundesliga,28.0,1995.0,11,7,645,7.2,0,1,1,0,0,0,0,0,0.8,0.8,1.8,2.6,32.0,20.0,73.0,0.0,0.14,0.14,0.0,0.14,0.12,0.25,0.37,0.12,0.37
249,Chris Bedia,CIV,FW,Union Berlin,Bundesliga,27.0,1996.0,7,0,145,1.6,1,0,1,1,0,0,0,0,0.2,0.2,0.2,0.4,1.0,1.0,6.0,0.62,0.0,0.62,0.62,0.62,0.13,0.11,0.24,0.13,0.24
251,Donny van de Beek,NED,MF,Eint Frankfurt,Bundesliga,26.0,1997.0,8,4,357,4.0,0,0,0,0,0,0,1,0,0.1,0.1,0.4,0.5,2.0,10.0,12.0,0.0,0.0,0.0,0.0,0.0,0.02,0.09,0.12,0.02,0.12
252,Yanis Begraoui,MAR,FW,Toulouse,Ligue 1,22.0,2001.0,14,3,300,3.3,0,0,0,0,0,0,0,0,0.4,0.4,0.1,0.5,9.0,8.0,30.0,0.0,0.0,0.0,0.0,0.0,0.12,0.03,0.15,0.12,0.15
253,Kevin Behrens,GER,FW,Wolfsburg,Bundesliga,32.0,1991.0,13,7,616,6.8,1,1,2,1,0,0,1,0,1.6,1.6,0.9,2.5,7.0,17.0,41.0,0.15,0.15,0.29,0.15,0.29,0.23,0.13,0.36,0.23,0.36
254,Kevin Behrens,GER,FW,Union Berlin,Bundesliga,32.0,1991.0,18,14,1262,14.0,4,0,4,4,0,0,3,0,6.0,6.0,0.9,6.9,11.0,45.0,93.0,0.29,0.0,0.29,0.29,0.29,0.43,0.06,0.5,0.43,0.5
255,Maximilian Beier,GER,FW,Hoffenheim,Bundesliga,20.0,2002.0,33,29,2420,26.9,16,1,17,16,0,0,0,0,11.4,11.4,2.4,13.8,61.0,30.0,224.0,0.6,0.04,0.63,0.6,0.63,0.43,0.09,0.51,0.43,0.51
256,Jérémie Bela,ANG,MF,Clermont Foot,Ligue 1,30.0,1993.0,12,1,203,2.3,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.3,14.0,10.0,33.0,0.0,0.0,0.0,0.0,0.0,0.1,0.05,0.15,0.1,0.15
259,Amari'i Bell,JAM,DF,Luton Town,Premier League,29.0,1994.0,21,21,1720,19.1,0,0,0,0,0,0,0,0,0.3,0.3,0.5,0.7,32.0,76.0,10.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.04,0.01,0.04
260,Stefan Bell,GER,DF,Mainz 05,Bundesliga,31.0,1991.0,10,8,666,7.4,0,0,0,0,0,0,3,0,0.2,0.2,0.1,0.3,0.0,23.0,2.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04
261,Alaa Bellaarouch,MAR,GK,Strasbourg,Ligue 1,21.0,2002.0,15,15,1350,15.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
262,Raoul Bellanova,ITA,DF,Torino,Serie A,23.0,2000.0,37,36,3046,33.8,1,7,8,1,0,0,5,0,2.0,2.0,5.0,7.1,141.0,98.0,202.0,0.03,0.21,0.24,0.03,0.24,0.06,0.15,0.21,0.06,0.21
263,Jean-Ricner Bellegarde,FRA,MF,Wolves,Premier League,25.0,1998.0,22,10,958,10.6,2,1,3,2,0,0,0,1,1.6,1.6,1.0,2.5,30.0,39.0,49.0,0.19,0.09,0.28,0.19,0.28,0.15,0.09,0.24,0.15,0.24
264,Jean-Ricner Bellegarde,FRA,MF,Strasbourg,Ligue 1,25.0,1998.0,3,3,269,3.0,2,2,4,2,0,0,2,0,0.6,0.6,1.5,2.1,9.0,11.0,10.0,0.67,0.67,1.34,0.67,1.34,0.19,0.51,0.69,0.19,0.69
265,Héctor Bellerín,ESP,DF,Betis,La Liga,28.0,1995.0,23,20,1711,19.0,0,1,1,0,0,0,0,1,0.2,0.2,1.6,1.7,32.0,81.0,80.0,0.0,0.05,0.05,0.0,0.05,0.01,0.08,0.09,0.01,0.09
266,Jude Bellingham,ENG,MF,Real Madrid,La Liga,20.0,2003.0,28,27,2315,25.7,19,6,25,18,1,1,5,1,11.1,10.3,5.3,15.6,85.0,196.0,177.0,0.74,0.23,0.97,0.7,0.93,0.43,0.21,0.64,0.4,0.61
267,Jeanuël Belocian,FRA,DF,Rennes,Ligue 1,18.0,2005.0,23,16,1448,16.1,0,1,1,0,0,0,0,0,0.5,0.5,0.4,0.9,16.0,60.0,37.0,0.0,0.06,0.06,0.0,0.06,0.03,0.02,0.06,0.03,0.06
268,Andrea Belotti,ITA,FW,Fiorentina,Serie A,29.0,1993.0,15,11,949,10.5,3,0,3,3,0,0,0,0,3.7,3.7,0.7,4.4,10.0,15.0,60.0,0.28,0.0,0.28,0.28,0.28,0.35,0.07,0.41,0.35,0.41
269,Andrea Belotti,ITA,FW,Roma,Serie A,29.0,1993.0,14,6,679,7.5,3,2,5,3,0,0,1,0,2.4,2.4,1.2,3.6,15.0,8.0,49.0,0.4,0.27,0.66,0.4,0.66,0.32,0.16,0.48,0.32,0.48
270,Fran Beltrán,ESP,MF,Celta Vigo,La Liga,24.0,1999.0,33,28,2428,27.0,0,0,0,0,0,0,2,0,0.7,0.7,1.1,1.8,28.0,134.0,30.0,0.0,0.0,0.0,0.0,0.0,0.03,0.04,0.07,0.03,0.07
271,Lucas Beltrán,ARG,FW,Fiorentina,Serie A,22.0,2001.0,32,21,1692,18.8,6,2,8,5,1,1,6,0,3.8,3.0,1.5,4.5,12.0,49.0,113.0,0.32,0.11,0.43,0.27,0.37,0.2,0.08,0.28,0.16,0.24
272,Eliesse Ben Seghir,MAR,MF,Monaco,Ligue 1,18.0,2005.0,13,4,428,4.8,2,1,3,2,0,0,0,1,0.8,0.8,0.5,1.3,26.0,21.0,56.0,0.42,0.21,0.63,0.42,0.63,0.17,0.1,0.27,0.17,0.27
273,Anis Ben Slimane,TUN,MF,Sheffield Utd,Premier League,22.0,2001.0,15,4,419,4.7,0,0,0,0,0,0,2,0,0.8,0.8,0.3,1.1,3.0,12.0,21.0,0.0,0.0,0.0,0.0,0.0,0.17,0.06,0.23,0.17,0.23
274,Wissam Ben Yedder,FRA,FW,Monaco,Ligue 1,32.0,1990.0,32,26,2316,25.7,16,2,18,15,1,1,2,0,12.4,11.6,4.3,15.9,52.0,96.0,229.0,0.62,0.08,0.7,0.58,0.66,0.48,0.17,0.65,0.45,0.62
275,Carlos Benavídez,URU,MF,Alavés,La Liga,25.0,1998.0,29,10,1136,12.6,3,1,4,3,0,0,5,0,1.0,1.0,0.5,1.5,9.0,60.0,5.0,0.24,0.08,0.32,0.24,0.32,0.08,0.04,0.12,0.08,0.12
276,Ismaël Bennacer,ALG,MF,Milan,Serie A,25.0,1997.0,20,13,1151,12.8,2,2,4,1,1,1,2,0,1.7,0.9,2.5,3.3,24.0,68.0,33.0,0.16,0.16,0.31,0.08,0.23,0.13,0.19,0.32,0.07,0.26
277,Saïd Benrahma,ALG,FW,West Ham,Premier League,27.0,1995.0,13,5,620,6.9,0,1,1,0,0,1,1,0,1.8,1.0,1.4,2.5,28.0,28.0,70.0,0.0,0.15,0.15,0.0,0.15,0.27,0.21,0.47,0.15,0.36
278,Saïd Benrahma,ALG,FW,Lyon,Ligue 1,27.0,1995.0,12,10,770,8.6,3,3,6,3,0,0,2,0,1.6,1.6,3.6,5.2,46.0,34.0,113.0,0.35,0.35,0.7,0.35,0.7,0.19,0.42,0.61,0.19,0.61
279,Ramy Bensebaini,ALG,DF,Dortmund,Bundesliga,28.0,1995.0,17,11,1033,11.5,0,0,0,0,0,0,4,1,1.7,1.7,0.4,2.1,17.0,75.0,63.0,0.0,0.0,0.0,0.0,0.0,0.15,0.03,0.18,0.15,0.18
280,Nabil Bentaleb,ALG,MF,Lille,Ligue 1,28.0,1994.0,26,23,1967,21.9,0,3,3,0,0,0,7,0,0.4,0.4,0.9,1.2,11.0,136.0,17.0,0.0,0.14,0.14,0.0,0.14,0.02,0.04,0.06,0.02,0.06
281,Rodrigo Bentancur,URU,MF,Tottenham,Premier League,26.0,1997.0,23,13,1005,11.2,1,1,2,1,0,0,7,0,1.9,1.9,0.5,2.4,16.0,72.0,31.0,0.09,0.09,0.18,0.09,0.18,0.17,0.04,0.22,0.17,0.22
282,Daniel Bentley,ENG,GK,Wolves,Premier League,30.0,1993.0,5,3,383,4.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
283,Lucas Beraldo,BRA,DF,Paris S-G,Ligue 1,19.0,2003.0,13,12,1008,11.2,1,0,1,1,0,0,4,1,1.0,1.0,0.2,1.2,7.0,44.0,2.0,0.09,0.0,0.09,0.09,0.09,0.09,0.02,0.11,0.09,0.11
284,Domenico Berardi,ITA,FW,Sassuolo,Serie A,28.0,1994.0,17,17,1431,15.9,9,3,12,4,5,5,6,0,6.5,2.6,3.0,5.6,38.0,83.0,123.0,0.57,0.19,0.75,0.25,0.44,0.41,0.19,0.6,0.16,0.35
285,Yuri Berchiche,ESP,DF,Athletic Club,La Liga,33.0,1990.0,27,22,1930,21.4,3,1,4,3,0,0,5,0,0.9,0.7,1.6,2.4,36.0,132.0,77.0,0.14,0.05,0.19,0.14,0.19,0.04,0.08,0.12,0.03,0.11
286,Álex Berenguer,ESP,FW,Athletic Club,La Liga,28.0,1995.0,35,15,1592,17.7,7,3,10,6,1,1,4,0,5.2,4.4,3.7,8.1,61.0,30.0,143.0,0.4,0.17,0.57,0.34,0.51,0.29,0.21,0.5,0.25,0.46
287,Bartosz Bereszyński,POL,DF,Empoli,Serie A,31.0,1992.0,24,22,1762,19.6,0,1,1,0,0,0,3,0,0.1,0.1,0.3,0.4,15.0,69.0,18.0,0.0,0.05,0.05,0.0,0.05,0.0,0.02,0.02,0.0,0.02
288,Jóhann Berg Guðmundsson,ISL,MF,Burnley,Premier League,32.0,1990.0,26,12,1192,13.2,1,3,4,1,0,0,2,0,1.9,1.9,2.7,4.5,13.0,59.0,69.0,0.08,0.23,0.3,0.08,0.3,0.14,0.2,0.34,0.14,0.34
289,Sander Berge,NOR,MF,Burnley,Premier League,25.0,1998.0,37,34,3005,33.4,1,2,3,1,0,0,10,1,1.9,1.9,2.4,4.3,64.0,164.0,29.0,0.03,0.06,0.09,0.03,0.09,0.06,0.07,0.13,0.06,0.13
290,Etrit Berisha,ALB,GK,Empoli,Serie A,34.0,1989.0,14,14,1260,14.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
291,Medon Berisha,ALB,FW,Lecce,Serie A,19.0,2003.0,6,2,205,2.3,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.4,3.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.07,0.11,0.18,0.07,0.18
292,Mergim Berisha,GER,FW,Hoffenheim,Bundesliga,25.0,1998.0,6,0,144,1.6,0,0,0,0,0,0,0,0,0.5,0.5,0.3,0.8,2.0,3.0,13.0,0.0,0.0,0.0,0.0,0.0,0.32,0.19,0.51,0.32,0.51
293,Mergim Berisha,GER,FW,Augsburg,Bundesliga,25.0,1998.0,2,2,122,1.4,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.3,3.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.13,0.07,0.2,0.13,0.2
294,Bernardo,BRA,DF,Bochum,Bundesliga,28.0,1995.0,33,33,2924,32.5,1,0,1,1,0,0,9,0,1.9,1.9,0.5,2.4,26.0,127.0,38.0,0.03,0.0,0.03,0.03,0.03,0.06,0.01,0.07,0.06,0.07
295,Victor Bernth Kristiansen,DEN,DF,Bologna,Serie A,20.0,2002.0,32,26,2307,25.6,0,3,3,0,0,0,4,0,0.3,0.3,2.4,2.6,23.0,123.0,74.0,0.0,0.12,0.12,0.0,0.12,0.01,0.09,0.1,0.01,0.1
296,Matúš Bero,SVK,MF,Bochum,Bundesliga,27.0,1995.0,24,20,1661,18.5,1,1,2,1,0,0,6,0,2.9,2.9,1.3,4.2,12.0,48.0,71.0,0.05,0.05,0.11,0.05,0.11,0.16,0.07,0.23,0.16,0.23
297,Luke Berry,ENG,MF,Luton Town,Premier League,31.0,1992.0,17,2,323,3.6,2,1,3,2,0,0,1,0,1.0,1.0,0.3,1.3,1.0,8.0,7.0,0.56,0.28,0.84,0.56,0.84,0.28,0.07,0.35,0.28,0.35
298,Dimitry Bertaud,COD,GK,Montpellier,Ligue 1,25.0,1998.0,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
299,Jan-Niklas Beste,GER,FW,Heidenheim,Bundesliga,24.0,1999.0,31,31,2603,28.9,8,11,19,8,0,1,4,0,4.3,3.5,5.7,9.2,80.0,57.0,136.0,0.28,0.38,0.66,0.28,0.66,0.15,0.2,0.35,0.12,0.32
300,Beto,GNB,FW,Everton,Premier League,25.0,1998.0,30,9,951,10.6,3,0,3,3,0,1,2,0,6.8,6.0,0.9,6.9,14.0,14.0,58.0,0.28,0.0,0.28,0.28,0.28,0.64,0.09,0.73,0.57,0.66
303,Sam Beukema,NED,DF,Bologna,Serie A,24.0,1998.0,30,29,2547,28.3,1,1,2,1,0,0,6,1,1.9,1.9,0.8,2.7,14.0,76.0,5.0,0.04,0.04,0.07,0.04,0.07,0.07,0.03,0.1,0.07,0.1
304,Jordan Beyer,GER,DF,Burnley,Premier League,23.0,2000.0,15,15,1234,13.7,0,1,1,0,0,0,6,0,0.5,0.5,0.3,0.8,9.0,25.0,1.0,0.0,0.07,0.07,0.0,0.07,0.04,0.02,0.06,0.04,0.06
305,Pep Biel,ESP,MF,Augsburg,Bundesliga,26.0,1996.0,11,0,285,3.2,0,0,0,0,0,0,1,0,1.0,1.0,0.2,1.2,2.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.32,0.07,0.38,0.32,0.38
306,Jaka Bijol,SVN,DF,Udinese,Serie A,24.0,1999.0,24,23,2084,23.2,0,0,0,0,0,0,4,0,1.9,1.9,0.2,2.1,5.0,42.0,1.0,0.0,0.0,0.0,0.0,0.0,0.08,0.01,0.09,0.08,0.09
307,El Bilal Touré,MLI,FW,Atalanta,Serie A,21.0,2001.0,11,3,394,4.4,2,0,2,2,0,0,2,0,1.2,1.2,0.8,2.0,16.0,11.0,39.0,0.46,0.0,0.46,0.46,0.46,0.28,0.18,0.46,0.28,0.46
